kod_obce,nazev_obce,volici_v_seznamu,vydane_obalky,platne_hlasy
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,4,"0,69",X
29,Svob.a pø.dem.-T.Okamura (SPD),53,"9,24",X
30,Strana Práv Obèanù,1,"0,17",X
1,1,"100,00",423,264,"62,41",264,263,"99,62"
1,Obèanská demokratická strana,5,"1,90",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,26,"9,88",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,24,"9,12",X
8,Komunistická str.Èech a Moravy,21,"7,98",X
9,Strana zelenıch,3,"1,14",X
10,"ROZUMNÍ-stop migraci,diktát.EU",4,"1,52",X
12,Strana svobodnıch obèanù,11,"4,18",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,15,"5,70",X
17,Unie H.A.V.E.L.,2,"0,76",X
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,11,"4,18",X
21,ANO 2011,98,"37,26",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,9,"3,42",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,2,"0,76",X
27,SPORTOVCI,1,"0,38",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),31,"11,78",X
30,Strana Práv Obèanù,0,"0,00",-
6,6,"100,00",2080,1238,"59,52",1237,1218,"98,46"
1,Obèanská demokratická strana,153,"12,56",X
2,Øád národa - Vlastenecká unie,2,"0,16",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,81,"6,65",X
6,Radostné Èesko,1,"0,08",X
7,STAROSTOVÉ A NEZÁVISLÍ,76,"6,23",X
8,Komunistická str.Èech a Moravy,82,"6,73",X
9,Strana zelenıch,21,"1,72",X
10,"ROZUMNÍ-stop migraci,diktát.EU",8,"0,65",X
12,Strana svobodnıch obèanù,18,"1,47",X
13,Blok proti islam.-Obran.domova,3,"0,24",X
14,Obèanská demokratická aliance,3,"0,24",X
15,Èeská pirátská strana,147,"12,06",X
17,Unie H.A.V.E.L.,1,"0,08",X
19,Referendum o Evropské unii,2,"0,16",X
20,TOP 09,83,"6,81",X
21,ANO 2011,376,"30,87",X
22,Dobrá volba 2016,1,"0,08",X
23,SPR-Republ.str.Èsl. M.Sládka,4,"0,32",X
24,Køes.demokr.unie-Ès.str.lid.,39,"3,20",X
25,Èeská strana národnì sociální,1,"0,08",X
26,REALISTÉ,1,"0,08",X
27,SPORTOVCI,2,"0,16",X
28,Dìlnic.str.sociální spravedl.,6,"0,49",X
29,Svob.a pø.dem.-T.Okamura (SPD),106,"8,70",X
30,Strana Práv Obèanù,1,"0,08",X
3,3,"100,00",991,664,"67,00",664,660,"99,40"
1,Obèanská demokratická strana,44,"6,66",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,1,"0,15",X
4,Èeská str.sociálnì demokrat.,41,"6,21",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,57,"8,63",X
8,Komunistická str.Èech a Moravy,61,"9,24",X
9,Strana zelenıch,9,"1,36",X
10,"ROZUMNÍ-stop migraci,diktát.EU",3,"0,45",X
12,Strana svobodnıch obèanù,1,"0,15",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,49,"7,42",X
17,Unie H.A.V.E.L.,4,"0,60",X
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,28,"4,24",X
21,ANO 2011,285,"43,18",X
22,Dobrá volba 2016,1,"0,15",X
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,20,"3,03",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,7,"1,06",X
27,SPORTOVCI,2,"0,30",X
28,Dìlnic.str.sociální spravedl.,1,"0,15",X
29,Svob.a pø.dem.-T.Okamura (SPD),43,"6,51",X
30,Strana Práv Obèanù,3,"0,45",X
1,1,"100,00",52,32,"61,54",32,30,"93,75"
1,Obèanská demokratická strana,2,"6,66",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,0,"0,00",-
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,3,"10,00",X
8,Komunistická str.Èech a Moravy,4,"13,33",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,1,"3,33",X
15,Èeská pirátská strana,5,"16,66",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,0,"0,00",-
21,ANO 2011,10,"33,33",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,1,"3,33",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"3,33",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),3,"10,00",X
30,Strana Práv Obèanù,0,"0,00",-
2,2,"100,00",292,206,"70,55",206,205,"99,51"
1,Obèanská demokratická strana,18,"8,78",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,15,"7,31",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,18,"8,78",X
8,Komunistická str.Èech a Moravy,6,"2,92",X
9,Strana zelenıch,2,"0,97",X
10,"ROZUMNÍ-stop migraci,diktát.EU",8,"3,90",X
12,Strana svobodnıch obèanù,3,"1,46",X
13,Blok proti islam.-Obran.domova,1,"0,48",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,25,"12,19",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,48",X
20,TOP 09,12,"5,85",X
21,ANO 2011,75,"36,58",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,12,"5,85",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),9,"4,39",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",168,121,"72,02",121,119,"98,35"
1,Obèanská demokratická strana,4,"3,36",X
2,Øád národa - Vlastenecká unie,2,"1,68",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,13,"10,92",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,6,"5,04",X
8,Komunistická str.Èech a Moravy,15,"12,60",X
9,Strana zelenıch,2,"1,68",X
10,"ROZUMNÍ-stop migraci,diktát.EU",4,"3,36",X
12,Strana svobodnıch obèanù,2,"1,68",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,6,"5,04",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,4,"3,36",X
21,ANO 2011,37,"31,09",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,1,"0,84",X
24,Køes.demokr.unie-Ès.str.lid.,10,"8,40",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),13,"10,92",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",243,161,"66,26",161,161,"100,00"
1,Obèanská demokratická strana,21,"13,04",X
2,Øád národa - Vlastenecká unie,2,"1,24",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,13,"8,07",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,22,"13,66",X
8,Komunistická str.Èech a Moravy,6,"3,72",X
9,Strana zelenıch,3,"1,86",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,24",X
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,1,"0,62",X
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,13,"8,07",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,5,"3,10",X
21,ANO 2011,61,"37,88",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,3,"1,86",X
24,Køes.demokr.unie-Ès.str.lid.,2,"1,24",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"0,62",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),6,"3,72",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",233,157,"67,38",157,155,"98,73"
1,Obèanská demokratická strana,13,"8,38",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,15,"9,67",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,10,"6,45",X
8,Komunistická str.Èech a Moravy,18,"11,61",X
9,Strana zelenıch,2,"1,29",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,64",X
12,Strana svobodnıch obèanù,1,"0,64",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,16,"10,32",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,64",X
20,TOP 09,3,"1,93",X
21,ANO 2011,51,"32,90",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,5,"3,22",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),19,"12,25",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",987,671,"67,98",670,669,"99,85"
1,Obèanská demokratická strana,102,"15,24",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,46,"6,87",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,63,"9,41",X
8,Komunistická str.Èech a Moravy,24,"3,58",X
9,Strana zelenıch,7,"1,04",X
10,"ROZUMNÍ-stop migraci,diktát.EU",3,"0,44",X
12,Strana svobodnıch obèanù,9,"1,34",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,51,"7,62",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,1,"0,14",X
20,TOP 09,54,"8,07",X
21,ANO 2011,211,"31,53",X
22,Dobrá volba 2016,2,"0,29",X
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,20,"2,98",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,2,"0,29",X
27,SPORTOVCI,2,"0,29",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),69,"10,31",X
30,Strana Práv Obèanù,3,"0,44",X
1,1,"100,00",1030,662,"64,27",662,653,"98,64"
1,Obèanská demokratická strana,68,"10,41",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,30,"4,59",X
6,Radostné Èesko,2,"0,30",X
7,STAROSTOVÉ A NEZÁVISLÍ,70,"10,71",X
8,Komunistická str.Èech a Moravy,42,"6,43",X
9,Strana zelenıch,7,"1,07",X
10,"ROZUMNÍ-stop migraci,diktát.EU",3,"0,45",X
12,Strana svobodnıch obèanù,4,"0,61",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,76,"11,63",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,2,"0,30",X
20,TOP 09,17,"2,60",X
21,ANO 2011,255,"39,05",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,20,"3,06",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,10,"1,53",X
27,SPORTOVCI,1,"0,15",X
28,Dìlnic.str.sociální spravedl.,2,"0,30",X
29,Svob.a pø.dem.-T.Okamura (SPD),41,"6,27",X
30,Strana Práv Obèanù,3,"0,45",X
1,1,"100,00",447,290,"64,88",290,289,"99,66"
1,Obèanská demokratická strana,26,"8,99",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,19,"6,57",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,22,"7,61",X
8,Komunistická str.Èech a Moravy,30,"10,38",X
9,Strana zelenıch,2,"0,69",X
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,9,"3,11",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,29,"10,03",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,6,"2,07",X
21,ANO 2011,95,"32,87",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,11,"3,80",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,6,"2,07",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),34,"11,76",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",296,222,"75,00",222,221,"99,55"
1,Obèanská demokratická strana,39,"17,64",X
2,Øád národa - Vlastenecká unie,1,"0,45",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,13,"5,88",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,10,"4,52",X
8,Komunistická str.Èech a Moravy,10,"4,52",X
9,Strana zelenıch,2,"0,90",X
10,"ROZUMNÍ-stop migraci,diktát.EU",4,"1,80",X
12,Strana svobodnıch obèanù,1,"0,45",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,24,"10,85",X
17,Unie H.A.V.E.L.,1,"0,45",X
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,15,"6,78",X
21,ANO 2011,82,"37,10",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,7,"3,16",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,1,"0,45",X
29,Svob.a pø.dem.-T.Okamura (SPD),10,"4,52",X
30,Strana Práv Obèanù,1,"0,45",X
1,1,"100,00",113,69,"61,06",69,69,"100,00"
1,Obèanská demokratická strana,10,"14,49",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,5,"7,24",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,7,"10,14",X
8,Komunistická str.Èech a Moravy,7,"10,14",X
9,Strana zelenıch,1,"1,44",X
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,1,"1,44",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,7,"10,14",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,3,"4,34",X
21,ANO 2011,13,"18,84",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,6,"8,69",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,1,"1,44",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),8,"11,59",X
30,Strana Práv Obèanù,0,"0,00",-
2,2,"100,00",1399,1014,"72,48",1014,1008,"99,41"
1,Obèanská demokratická strana,175,"17,36",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,1,"0,09",X
4,Èeská str.sociálnì demokrat.,60,"5,95",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,135,"13,39",X
8,Komunistická str.Èech a Moravy,40,"3,96",X
9,Strana zelenıch,16,"1,58",X
10,"ROZUMNÍ-stop migraci,diktát.EU",7,"0,69",X
12,Strana svobodnıch obèanù,18,"1,78",X
13,Blok proti islam.-Obran.domova,1,"0,09",X
14,Obèanská demokratická aliance,3,"0,29",X
15,Èeská pirátská strana,146,"14,48",X
17,Unie H.A.V.E.L.,1,"0,09",X
19,Referendum o Evropské unii,3,"0,29",X
20,TOP 09,73,"7,24",X
21,ANO 2011,223,"22,12",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,27,"2,67",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,7,"0,69",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),70,"6,94",X
30,Strana Práv Obèanù,2,"0,19",X
1,1,"100,00",235,168,"71,49",168,168,"100,00"
1,Obèanská demokratická strana,38,"22,61",X
2,Øád národa - Vlastenecká unie,1,"0,59",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,9,"5,35",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,11,"6,54",X
8,Komunistická str.Èech a Moravy,11,"6,54",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,19",X
12,Strana svobodnıch obèanù,1,"0,59",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,19,"11,30",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,9,"5,35",X
21,ANO 2011,41,"24,40",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,8,"4,76",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),15,"8,92",X
30,Strana Práv Obèanù,3,"1,78",X
1,1,"100,00",296,184,"62,16",184,183,"99,46"
1,Obèanská demokratická strana,19,"10,38",X
2,Øád národa - Vlastenecká unie,1,"0,54",X
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,8,"4,37",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,20,"10,92",X
8,Komunistická str.Èech a Moravy,16,"8,74",X
9,Strana zelenıch,0,"0,00",-
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,09",X
12,Strana svobodnıch obèanù,6,"3,27",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,16,"8,74",X
17,Unie H.A.V.E.L.,1,"0,54",X
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,10,"5,46",X
21,ANO 2011,38,"20,76",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,33,"18,03",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"0,54",X
27,SPORTOVCI,1,"0,54",X
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),11,"6,01",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",140,104,"74,29",104,104,"100,00"
1,Obèanská demokratická strana,8,"7,69",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,10,"9,61",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,10,"9,61",X
8,Komunistická str.Èech a Moravy,11,"10,57",X
9,Strana zelenıch,2,"1,92",X
10,"ROZUMNÍ-stop migraci,diktát.EU",2,"1,92",X
12,Strana svobodnıch obèanù,0,"0,00",-
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,6,"5,76",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,3,"2,88",X
21,ANO 2011,28,"26,92",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,12,"11,53",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,0,"0,00",-
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),12,"11,53",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",238,156,"65,55",156,155,"99,36"
1,Obèanská demokratická strana,18,"11,61",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,7,"4,51",X
6,Radostné Èesko,1,"0,64",X
7,STAROSTOVÉ A NEZÁVISLÍ,35,"22,58",X
8,Komunistická str.Èech a Moravy,10,"6,45",X
9,Strana zelenıch,2,"1,29",X
10,"ROZUMNÍ-stop migraci,diktát.EU",0,"0,00",-
12,Strana svobodnıch obèanù,1,"0,64",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,10,"6,45",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,12,"7,74",X
21,ANO 2011,41,"26,45",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,4,"2,58",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"0,64",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,3,"1,93",X
29,Svob.a pø.dem.-T.Okamura (SPD),10,"6,45",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",366,252,"68,85",252,252,"100,00"
1,Obèanská demokratická strana,34,"13,49",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,15,"5,95",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,26,"10,31",X
8,Komunistická str.Èech a Moravy,8,"3,17",X
9,Strana zelenıch,2,"0,79",X
10,"ROZUMNÍ-stop migraci,diktát.EU",4,"1,58",X
12,Strana svobodnıch obèanù,2,"0,79",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,48,"19,04",X
17,Unie H.A.V.E.L.,1,"0,39",X
19,Referendum o Evropské unii,1,"0,39",X
20,TOP 09,20,"7,93",X
21,ANO 2011,69,"27,38",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
24,Køes.demokr.unie-Ès.str.lid.,4,"1,58",X
25,Èeská strana národnì sociální,0,"0,00",-
26,REALISTÉ,1,"0,39",X
27,SPORTOVCI,0,"0,00",-
28,Dìlnic.str.sociální spravedl.,0,"0,00",-
29,Svob.a pø.dem.-T.Okamura (SPD),17,"6,74",X
30,Strana Práv Obèanù,0,"0,00",-
1,1,"100,00",180,108,"60,00",108,108,"100,00"
1,Obèanská demokratická strana,7,"6,48",X
2,Øád národa - Vlastenecká unie,0,"0,00",-
3,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,0,"0,00",-
4,Èeská str.sociálnì demokrat.,5,"4,62",X
6,Radostné Èesko,0,"0,00",-
7,STAROSTOVÉ A NEZÁVISLÍ,8,"7,40",X
8,Komunistická str.Èech a Moravy,10,"9,25",X
9,Strana zelenıch,1,"0,92",X
10,"ROZUMNÍ-stop migraci,diktát.EU",1,"0,92",X
12,Strana svobodnıch obèanù,1,"0,92",X
13,Blok proti islam.-Obran.domova,0,"0,00",-
14,Obèanská demokratická aliance,0,"0,00",-
15,Èeská pirátská strana,18,"16,66",X
17,Unie H.A.V.E.L.,0,"0,00",-
19,Referendum o Evropské unii,0,"0,00",-
20,TOP 09,6,"5,55",X
21,ANO 2011,27,"25,00",X
22,Dobrá volba 2016,0,"0,00",-
23,SPR-Republ.str.Èsl. M.Sládka,0,"0,00",-
